Struthio camelus
Cinclodes olrogi
Cinclodes excelsior
Cinclodes patagonicus
Cinclodes taczanowskii
Cinclodes nigrofumosus
Cinclodes antarcticus
Cinclodes atacamensis
Cinclodes palliatus
Chilia melanura
Furnarius minor
Furnarius figulus
Furnarius leucopus
Furnarius torridus
Furnarius rufus
Furnarius cristatus
Sylviorthorhynchus desmursii
Aphrastura spinicauda
Aphrastura masafuerae
Leptasthenura fuliginiceps
Leptasthenura yanacensis
Leptasthenura platensis
Leptasthenura aegithaloides
Leptasthenura striolata
Leptasthenura pileata
Leptasthenura xenothorax
Leptasthenura striata
Leptasthenura andicola
Leptasthenura setaria
Schizoeaca perijana
Schizoeaca coryi
Schizoeaca fuliginosa
Schizoeaca griseomurina
Schizoeaca palpebralis
Schizoeaca vilcabambae
Schizoeaca helleri
Schizoeaca harterti
Schizoeaca moreirae
Schoeniophylax phryganophila
Synallaxis ruficapilla
Synallaxis frontalis
Synallaxis azarae
Synallaxis courseni
Synallaxis albescens
Synallaxis spixi
Synallaxis brachyura
Synallaxis albigularis
Synallaxis hypospodia
Synallaxis infuscata
Synallaxis moesta
Synallaxis macconnelli
Synallaxis cabanisi
Synallaxis subpudica
Synallaxis tithys
Synallaxis cinerascens
Synallaxis propinqua
Synallaxis hellmayri
Synallaxis maranonica
Synallaxis gujanensis
Synallaxis albilora
Synallaxis rutilans
Synallaxis cherriei
Synallaxis unirufa
Synallaxis castanea
Synallaxis fuscorufa
Synallaxis zimmeri
Synallaxis erythrothorax
Synallaxis cinnamomea
Synallaxis stictothorax
Synallaxis candei
Synallaxis kollari
Synallaxis scutata
Hellmayrea gularis
Cranioleuca erythrops
Cranioleuca antisiensis
Cranioleuca pallida
Cranioleuca curtata
Cranioleuca demissa
Cranioleuca hellmayri
Cranioleuca subcristata
Cranioleuca pyrrhophia
Cranioleuca obsoleta
Cranioleuca marcapatae
Cranioleuca albiceps
Cranioleuca semicinerea
Cranioleuca albicapilla
Cranioleuca dissita
Cranioleuca vulpina
Cranioleuca muelleri
Cranioleuca gutturata
Cranioleuca sulphurifera
Certhiaxis cinnamomea
Certhiaxis mustelina
Asthenes pyrrholeuca
Asthenes baeri
Asthenes pudibunda
Asthenes ottonis
Asthenes heterura
Asthenes cactorum
Asthenes modesta
Asthenes luizae
Asthenes dorbignyi
Asthenes berlepschi
Asthenes steinbachi
Asthenes humicola
Asthenes patagonica
Asthenes humilis
Asthenes wyatti
Asthenes punensis
Asthenes anthoides
Asthenes urubambensis
Asthenes flammulata
Asthenes virgata
Asthenes maculicauda
Asthenes hudsoni
Thripophaga cherriei
Thripophaga macroura
Thripophaga berlepschi
Thripophaga fusciceps
Siptornopsis hypochondriacus
Phacellodomus rufifrons
Phacellodomus sibilatrix
Phacellodomus striaticeps
Phacellodomus striaticollis
Phacellodomus ruber
Phacellodomus dorsalis
Phacellodomus erythrophthalmus
Clibanornis dendrocolaptoides
Spartonoica maluroides
Phleocryptes melanops
Limnornis curvirostris
Limnornis rectirostris
Anumbius annumbi
Coryphistera alaudina
Eremobius phoenicurus
Siptornis striaticollis
Metopothrix aurantiacus
Xenerpestes minlosi
Xenerpestes singularis
Roraimia adusta
Premnornis guttuligera
Premnoplex brunnescens
Premnoplex tatei
Margarornis rubiginosus
Margarornis stellatus
Margarornis bellulus
Margarornis squamiger
Lochmias nematura
Pseudoseisura cristata
Pseudoseisura lophotes
Pseudoseisura gutturalis
Pseudocolaptes lawrencii
Pseudocolaptes boissonneautii
Berlepschia rikeri
Ancistrops strigilatus
Cichlocolaptes leucophrus
Hyloctistes subulatus
Syndactyla guttulata
Syndactyla subalaris
Syndactyla rufosuperciliata
Syndactyla ruficollis
Anabacerthia variegaticeps
Anabacerthia striaticollis
Philydor ruficaudatus
Philydor pyrrhodes
Philydor dimidiatus
Philydor fuscipennis
Philydor erythrocercus
Philydor ochrogaster
Philydor erythropterus
Philydor amaurotis
Philydor lichtensteini
Philydor rufus
Philydor atricapillus
Philydor novaesi
Simoxenops ucayalae
Simoxenops striatus
Anabazenops fuscus
Thripadectes ignobilis
Thripadectes rufobrunneus
Thripadectes virgaticeps
Thripadectes melanorhynchus
Thripadectes holostictus
Thripadectes flammulatus
Thripadectes scrutator
Automolus ochrolaemus
Automolus dorsalis
Automolus infuscatus
Automolus leucophthalmus
Automolus roraimae
Automolus melanopezus
Automolus rubiginosus
Automolus rufipileatus
Hylocryptus rectirostris
Hylocryptus erythrocephalus
Sclerurus mexicanus
Sclerurus rufigularis
Sclerurus albigularis
Sclerurus caudacutus
Sclerurus scansor
Sclerurus guatemalensis
Heliobletus contaminatus
Xenops milleri
Xenops tenuirostris
Xenops minutus
Xenops rutilans
Megaxenops parnaguae
Pygarrhichas albogularis
Dendrocincla tyrannina
Dendrocincla fuliginosa
Dendrocincla turdina
Dendrocincla anabatina
Dendrocincla merula
Dendrocincla homochroa
Deconychura longicauda
Deconychura stictolaema
Sittasomus griseicapillus
Glyphorynchus spirurus
Drymornis bridgesii
Nasica longirostris
Dendrexetastes rufigula
Hylexetastes stresemanni
Hylexetastes perrotii
Xiphocolaptes promeropirhynchus
Xiphocolaptes albicollis
Xiphocolaptes falcirostris
Xiphocolaptes major
Dendrocolaptes certhia
Dendrocolaptes hoffmannsi
Dendrocolaptes picumnus
Dendrocolaptes platyrostris
Xiphorhynchus picus
Xiphorhynchus necopinus
Xiphorhynchus obsoletus
Xiphorhynchus ocellatus
Xiphorhynchus spixii
Xiphorhynchus elegans
Xiphorhynchus pardalotus
Xiphorhynchus guttatus
Xiphorhynchus eytoni
Xiphorhynchus flavigaster
Xiphorhynchus lachrymosus
Xiphorhynchus erythropygius
Xiphorhynchus triangularis
Lepidocolaptes leucogaster
Lepidocolaptes souleyetii
Lepidocolaptes angustirostris
Lepidocolaptes affinis
Lepidocolaptes squamatus
Lepidocolaptes fuscus
Lepidocolaptes albolineatus
Campylorhamphus pucherani
Campylorhamphus trochilirostris
Campylorhamphus falcularius
Campylorhamphus pusillus
Campylorhamphus procurvoides
Formicarius colma
Formicarius analis
Formicarius rufifrons
Formicarius nigricapillus
Formicarius rufipectus
Chamaeza campanisona
Chamaeza nobilis
Chamaeza turdina
Chamaeza meruloides
Chamaeza ruficauda
Chamaeza mollissima
Pittasoma michleri
Pittasoma rufopileatum
Grallaria squamigera
Grallaria gigantea
Grallaria excelsa
Grallaria varia
Grallaria guatimalensis
Grallaria alleni
Grallaria chthonia
Grallaria haplonota
Grallaria dignissima
Grallaria eludens
Grallaria kaestneri
Grallaria bangsi
Grallaria ruficapilla
Grallaria watkinsi
Grallaria andicola
Grallaria rufocinerea
Grallaria nuchalis
Grallaria carrikeri
Grallaria albigula
Grallaria flavotincta
Grallaria hypoleuca
Grallaria przewalskii
Grallaria capitalis
Grallaria erythroleuca
Grallaria griseonucha
Grallaria rufula
Grallaria blakei
Grallaria erythrotis
Grallaria quitensis
Grallaria milleri
Hylopezus perspicillatus
Hylopezus macularius
Hylopezus dives
Hylopezus fulviventris
Hylopezus berlepschi
Hylopezus ochroleucus
Hylopezus nattereri
Myrmothera campanisona
Myrmothera simplex
Grallaricula flavirostris
Grallaricula ferrugineipectus
Grallaricula nana
Grallaricula loricata
Grallaricula peruviana
Grallaricula ochraceifrons
Grallaricula lineifrons
Grallaricula cucullata
Conopophaga lineata
Conopophaga aurita
Conopophaga roberti
Conopophaga peruviana
Conopophaga ardesiaca
Conopophaga castaneiceps
Conopophaga melanops
Conopophaga melanogaster
Pteroptochos tarnii
Pteroptochos megapodius
Scelorchilus albicollis
Scelorchilus rubecula
Rhinocrypta lanceolata
Teledromas fuscus
Liosceles thoracicus
Melanopareia torquata
Melanopareia maximiliani
Melanopareia elegans
Psilorhamphus guttatus
Merulaxis ater
Merulaxis stresemanni
Eugralla paradoxa
Myornis senilis
Scytalopus unicolor
Scytalopus macropus
Scytalopus femoralis
Scytalopus panamensis
Scytalopus vicinior
Scytalopus argentifrons
Scytalopus latebricola
Scytalopus magellanicus
Scytalopus superciliaris
Scytalopus speluncae
Scytalopus novacapitalis
Scytalopus psychopompus
Scytalopus indigoticus
Acropternis orthonyx
Cormobates placens
Cormobates leucophaea
Climacteris affinis
Climacteris erythrops
Climacteris picumnus
Climacteris melanura
Climacteris rufa
Menura alberti
Menura novaehollandiae
Atrichornis rufescens
Atrichornis clamosus
Ailuroedus buccoides
Ailuroedus melanotis
Ailuroedus crassirostris
Ailuroedus dentirostris
Archboldia papuensis
Archboldia sanfordi
Amblyornis inornatus
Amblyornis macgregoriae
Amblyornis subalaris
Amblyornis flavifrons
Prionodura newtoniana
Sericulus aureus
Sericulus bakeri
Sericulus chrysocephalus
Ptilonorhynchus violaceus
Chlamydera guttata
Chlamydera maculata
Chlamydera nuchalis
Chlamydera lauterbachi
Chlamydera cerviniventris
Clytomyias insignis
Sipodotus wallacii
Malurus grayi
Malurus campbelli
Malurus alboscapulatus
Malurus melanocephalus
Malurus leucopterus
Malurus cyaneus
Malurus splendens
Malurus lamberti
Malurus amabilis
Malurus elegans
Malurus pulcherrimus
Malurus coronatus
Malurus cyanocephalus
Stipiturus ruficeps
Stipiturus malachurus
Stipiturus mallee
Amytornis barbatus
Amytornis woodwardi
Amytornis dorotheae
Amytornis striatus
Amytornis goyderi
Amytornis textilis
Amytornis purnelli
Amytornis housei
Myzomela blasii
Myzomela albigula
Myzomela eques
Myzomela obscura
Myzomela cruentata
Myzomela nigrita
Myzomela pulchella
Myzomela adolphinae
Myzomela kuehni
Myzomela dammermani
Myzomela erythrocephala
Myzomela chloroptera
Myzomela wakoloensis
Myzomela boiei
Myzomela sanguinolenta
Myzomela caledonica
Myzomela rubratra
Myzomela cardinalis
Myzomela chermesina
Myzomela sclateri
Myzomela pammelaena
Myzomela lafargei
Myzomela eichhorni
Myzomela melanocephala
Myzomela malaitae
Myzomela tristrami
Myzomela jugularis
Myzomela erythromelas
Myzomela vulnerata
Myzomela rosenbergii
Certhionyx pectoralis
Certhionyx niger
Certhionyx variegatus
Timeliopsis fulvigula
Timeliopsis griseigula
Melilestes megarhynchus
Stresemannia bougainvillei
Glycichaera fallax
Lichmera lombokia
Lichmera argentauris
Lichmera limbata
Lichmera indistincta
Lichmera incana
Lichmera squamata
Lichmera alboauricularis
Lichmera deningeri
Lichmera monticola
Lichmera flavicans
Lichmera notabilis
Trichodere cockerelli
Meliphaga montana
Meliphaga mimikae
Meliphaga orientalis
Meliphaga albonotata
Meliphaga aruensis
Meliphaga analoga
Meliphaga vicina
Meliphaga gracilis
Meliphaga notata
Meliphaga flavirictus
Meliphaga lewinii
Meliphaga albilineata
Meliphaga reticulata
Guadalcanaria inexpectata
Foulehaio carunculata
Lichenostomus subfrenatus
Lichenostomus obscurus
Lichenostomus frenatus
Lichenostomus hindwoodi
Lichenostomus chrysops
Lichenostomus versicolor
Lichenostomus fasciogularis
Lichenostomus virescens
Lichenostomus flavus
Lichenostomus unicolor
Lichenostomus leucotis
Lichenostomus flavicollis
Lichenostomus melanops
Lichenostomus cratitius
Lichenostomus keartlandi
Lichenostomus flavescens
Lichenostomus fuscus
Lichenostomus plumulus
Lichenostomus ornatus
Lichenostomus penicillatus
Xanthotis flaviventer
Xanthotis polygramma
Xanthotis macleayana
Xanthotis provocator
Oreornis chrysogenys
Apalopteron familiare
Melithreptus lunatus
Melithreptus affinis
Melithreptus albogularis
Melithreptus laetior
Melithreptus gularis
Melithreptus validirostris
Melithreptus brevirostris
Notiomystis cincta
Pycnopygius ixoides
Pycnopygius cinereus
Pycnopygius stictocephalus
Melitograis gilolensis
Philemon meyeri
Philemon inornatus
Philemon kisserensis
Philemon brassi
Philemon citreogularis
Philemon fuscicapillus
Philemon moluccensis
Philemon subcorniculatus
Philemon buceroides
Philemon novaeguineae
Philemon albitorques
Philemon cockerelli
Philemon eichhorni
Philemon argenticeps
Philemon corniculatus
Philemon diemenensis
Ptiloprora plumbea
Ptiloprora meekiana
Ptiloprora erythropleura
Ptiloprora mayri
Ptiloprora guisei
Ptiloprora perstriata
Melidectes fuscus
Melidectes whitemanensis
Melidectes nouhuysi
Melidectes princeps
Melidectes ochromelas
Melidectes leucostephes
Melidectes belfordi
Melidectes rufocrissalis
Melidectes foersteri
Melidectes torquatus
Melidectes sclateri
Melipotes gymnops
Melipotes fumigatus
Melipotes ater
Myza celebensis
Myza sarasinorum
Gymnomyza viridis
Gymnomyza samoensis
Gymnomyza aubryana
Moho braccatus
Moho apicalis
Moho bishopi
Moho nobilis
Chaetoptila angustipluma
Phylidonyris pyrrhoptera
Phylidonyris novaehollandiae
Phylidonyris nigra
Phylidonyris albifrons
Phylidonyris undulata
Phylidonyris notabilis
Phylidonyris melanops
Ramsayornis modestus
Ramsayornis fasciatus
Plectorhyncha lanceolata
Conopophila albogularis
Conopophila rufogularis
Conopophila whitei
Grantiella picta
Xanthomyza phrygia
Acanthorhynchus tenuirostris
Acanthorhynchus superciliosus
Entomyzon cyanotis
Manorina melanophrys
Manorina melanocephala
Manorina flavigula
Anthornis melanura
Acanthagenys rufogularis
Anthochaera lunulata
Anthochaera chrysoptera
Anthochaera carunculata
Anthochaera paradoxa
Prosthemadera novaeseelandiae
Epthianura tricolor
Epthianura aurifrons
Epthianura crocea
Epthianura albifrons
Ashbyia lovensis
Pardalotus punctatus
Pardalotus quadragintus
Pardalotus rubricatus
Pardalotus striatus
Dasyornis longirostris
Dasyornis brachypterus
Dasyornis broadbenti
Pycnoptilus floccosus
Origma solitaria
Oreoscopus gutturalis
Crateroscelis murina
Crateroscelis nigrorufa
Crateroscelis robusta
Sericornis citreogularis
Sericornis frontalis
Sericornis humilis
Sericornis keri
Sericornis beccarii
Sericornis virgatus
Sericornis nouhuysi
Sericornis magnirostris
Sericornis rufescens
Sericornis perspicillatus
Sericornis arfakianus
Sericornis papuensis
Sericornis spilodera
Acanthornis magnus
Pyrrholaemus brunneus
Chthonicola sagittatus
Calamanthus campestris
Calamanthus fuliginosus
Hylacola pyrrhopygia                C
Hylacola cautus
Acanthiza murina
Acanthiza katherina
Acanthiza pusilla
Acanthiza ewingii
Acanthiza reguloides
Acanthiza inornata
Acanthiza iredalei
Acanthiza chrysorrhoa
Acanthiza uropygialis
Acanthiza nana
Acanthiza lineata
Acanthiza robustirostris
Smicrornis brevirostris
Gerygone cinerea
Gerygone chloronotus
Gerygone palpebrosa
Gerygone olivacea
Gerygone chrysogaster
Gerygone magnirostris
Gerygone tenebrosa
Gerygone sulphurea
Gerygone inornata
Gerygone dorsalis
Gerygone ruficollis
Gerygone levigaster
Gerygone fusca
Gerygone insularis
Gerygone mouki
Gerygone modesta
Gerygone igata
Gerygone albofrontata
Gerygone flavolateralis
Aphelocephala leucopsis
Aphelocephala pectoralis
Aphelocephala nigricincta
Amalocichla sclateriana
Amalocichla incerta
Monachella muelleriana
Microeca fascinans
Microeca hemixantha
Microeca flavigaster
Microeca griseoceps
Microeca flavovirescens
Microeca papuana
Eugerygone rubra
Petroica bivittata
Petroica archboldi
Petroica multicolor
Petroica macrocephala
Petroica goodenovii
Petroica phoenicea
Petroica rosea
Petroica rodinogaster
Petroica australis
Petroica traversi
Melanodryas cucullata
Melanodryas vittata
Tregellasia leucops
Tregellasia capito
Eopsaltria australis
Eopsaltria griseogularis
Eopsaltria flaviventris
Eopsaltria georgiana
Eopsaltria pulverulenta
Poecilodryas brachyura
Poecilodryas hypoleuca
Poecilodryas superciliosa
Poecilodryas placens
Poecilodryas albonotata
Peneothello sigillatus
Peneothello cryptoleucus
Peneothello cyanus
Peneothello bimaculatus
Heteromyias albispecularis
Heteromyias cinereifrons
Pachycephalopsis hattamensis
Pachycephalopsis poliosoma
Drymodes superciliaris
Drymodes brunneopygia
Irena puella
Irena cyanogaster
Chloropsis flavipennis
Chloropsis palawanensis
Chloropsis sonnerati
Chloropsis cyanopogon
Chloropsis cochinchinensis
Chloropsis aurifrons
Chloropsis hardwickii
Chloropsis venusta
Orthonyx temminckii
Orthonyx spaldingii
Pomatostomus isidorei
Pomatostomus temporalis
Pomatostomus superciliosus
Pomatostomus halli
Pomatostomus ruficeps
Lanius tigrinus
Lanius bucephalus
Lanius collurio
Lanius isabellinus
Lanius cristatus
Lanius collurioides
Lanius gubernator
Lanius souzae
Lanius vittatus
Lanius schach
Lanius tephronotus
Lanius validirostris
Lanius minor
Lanius ludovicianus
Lanius excubitor
Lanius sphenocercus
Lanius excubitoroides
Lanius cabanisi
Lanius dorsalis
Lanius somalicus
Lanius mackinnoni
Lanius collaris
Lanius newtoni
Lanius marwitzi
Lanius senator
Lanius nubicus
Corvinella corvina
Corvinella melanoleuca
Eurocephalus rueppelli
Eurocephalus anguitimens
Cyclarhis gujanensis
Cyclarhis nigrirostris
Vireolanius melitophrys
Vireolanius pulchellus
Vireolanius eximius
Vireolanius leucotis
Vireo brevipennis
Vireo bellii
Vireo atricapillus
Vireo nelsoni
Vireo huttoni
Vireo carmioli
Vireo griseus
Vireo pallens
Vireo bairdi
Vireo gundlachii
Vireo crassirostris
Vireo caribaeus
Vireo vicinior
Vireo hypochryseus
Vireo modestus
Vireo nanus
Vireo latimeri
Vireo osburni
Vireo cassinii
Vireo plumbeus
Vireo solitarius
Vireo flavifrons
Vireo philadelphicus
Vireo olivaceus
Vireo flavoviridis
Vireo gracilirostris
Vireo altiloquus
Vireo magister
Vireo swainsonii
Vireo gilvus
Vireo leucophrys
Hylophilus amaurocephalus
Hylophilus poicilotis
Hylophilus thoracicus
Hylophilus semicinereus
Hylophilus pectoralis
Hylophilus sclateri
Hylophilus muscicapinus
Hylophilus brunneiceps
Hylophilus hypoxanthus
Hylophilus semibrunneus
Hylophilus aurantiifrons
Hylophilus flavipes
Hylophilus olivaceus
Hylophilus ochraceiceps
Hylophilus decurtatus
Androphobus viridis
Psophodes olivaceus
Psophodes nigrogularis
Psophodes occidentalis
Psophodes cristatus
Cinclosoma punctatum
Cinclosoma castanotus
Cinclosoma castaneothorax
Cinclosoma cinnamomeum
Cinclosoma ajax
Ptilorrhoa leucosticta
Ptilorrhoa caerulescens
Ptilorrhoa castanonota
Eupetes macrocerus
Ifrita kowaldi
Corcorax melanorhamphos
Struthidea cinerea
Daphoenositta chrysoptera
Daphoenositta miranda
Mohoua albicilla
Mohoua ochrocephala
Mohoua novaeseelandiae
Falcunculus frontatus
Oreoica gutturalis
Rhagologus leucostigma
Pachycare flavogrisea
Hylocitrea bonensis
Coracornis raveni
Aleadryas rufinucha
Pachycephala olivacea
Pachycephala rufogularis
Pachycephala inornata
Pachycephala grisola
Pachycephala albiventris
Pachycephala homeyeri
Pachycephala phaionotus
Pachycephala hyperythra
Pachycephala modesta
Pachycephala hypoxantha
Pachycephala sulfuriventer
Pachycephala philippinensis
Pachycephala meyeri
Pachycephala griseiceps
Pachycephala simplex
Pachycephala orpheus
Pachycephala pectoralis
Pachycephala soror
Pachycephala lorentzi
Pachycephala melanura
Pachycephala caledonica
Pachycephala flavifrons
Pachycephala jacquinoti
Pachycephala schlegelii
Pachycephala nudigula
Pachycephala implicata
Pachycephala aurea
Pachycephala griseonota
Pachycephala arctitorquis
Pachycephala monacha
Pachycephala leucogastra
Pachycephala rufiventris
Pachycephala lanioides
Colluricincla umbrina
Colluricincla megarhyncha
Colluricincla boweri
Colluricincla woodwardi
Colluricincla harmonica
Colluricincla tenebrosa
Pitohui kirhocephalus
Pitohui dichrous
Pitohui incertus
Pitohui ferrugineus
Pitohui cristatus
Pitohui nigrescens
Eulacestoma nigropectus
Turnagra capensis
Platylophus galericulatus
Platysmurus leucopterus
Gymnorhinus cyanocephalus
Cyanocitta cristata
Cyanocitta stelleri
Aphelocoma insularis
Aphelocoma californica
Aphelocoma coerulescens
Aphelocoma ultramarina
Aphelocoma unicolor
Cyanolyca armillata
Cyanolyca turcosa
Cyanolyca viridicyana
Cyanolyca cucullata
Cyanolyca pulchra
Cyanolyca pumilo
Cyanolyca nana
Cyanolyca mirabilis
Cyanolyca argentigula
Cyanocorax melanocyaneus
Cyanocorax sanblasianus
Cyanocorax yucatanicus
Cyanocorax beecheii
Cyanocorax cyanomelas
Cyanocorax caeruleus
Cyanocorax violaceus
Cyanocorax cristatellus
Cyanocorax heilprini
Cyanocorax cayanus
Cyanocorax affinis
Cyanocorax dickeyi
Cyanocorax chrysops
Cyanocorax cyanopogon
Cyanocorax mystacalis
Cyanocorax yncas
Psilorhinus morio
Calocitta colliei
Calocitta formosa
Garrulus glandarius
Garrulus lanceolatus
Garrulus lidthi
Perisoreus infaustus
Perisoreus internigrans
Perisoreus canadensis
Urocissa ornata
Urocissa caerulea
Urocissa flavirostris
Urocissa erythrorhyncha
Urocissa whiteheadi
Cissa chinensis
Cissa hypoleuca
Cissa thalassina
Cyanopica cyana
Dendrocitta vagabunda
Dendrocitta formosae
Dendrocitta occipitalis
Dendrocitta leucogastra
Dendrocitta frontalis
Dendrocitta bayleyi
Crypsirina temia
Crypsirina cucullata
Temnurus temnurus
Pica pica
Pica nuttalli
Zavattariornis stresemanni
Podoces hendersoni
Podoces biddulphi
Podoces panderi
Podoces pleskei
Pseudopodoces humilis
Nucifraga columbiana
Nucifraga caryocatactes
Pyrrhocorax pyrrhocorax
Pyrrhocorax graculus
Ptilostomus afer
Corvus monedula
Corvus dauuricus
Corvus splendens
Corvus moneduloides
Corvus enca
Corvus typicus
Corvus unicolor
Corvus florensis
Corvus kubaryi
Corvus validus
Corvus meeki
Corvus woodfordi
Corvus fuscicapillus
Corvus tristis
Corvus capensis
Corvus frugilegus
Corvus caurinus
Corvus brachyrhynchos
Corvus ossifragus
Corvus imparatus
Corvus sinaloae
Corvus palmarum
Corvus jamaicensis
Corvus nasicus
Corvus leucognaphalus
Corvus corone
Corvus macrorhynchos
Corvus levaillantii
Corvus orru
Corvus bennetti
Corvus coronoides
Corvus mellori
Corvus boreus
Corvus tasmanicus
Corvus torquatus
Corvus hawaiiensis
Corvus cryptoleucus
Corvus albus
Corvus ruficollis
Corvus corax
Corvus rhipidurus
Corvus albicollis
Corvus crassirostris
Melampitta lugubris
Melampitta gigantea
Loboparadisea sericea
Cnemophilus macgregorii
Cnemophilus loriae
Macgregoria pulchra
Lycocorax pyrrhopterus
Manucodia atra
Manucodia chalybata
Manucodia comrii
Manucodia jobiensis
Manucodia keraudrenii
Semioptera wallacii
Paradigalla carunculata
Paradigalla brevicauda
Epimachus fastuosus
Epimachus meyeri
Epimachus albertisi
Epimachus bruijnii
Lophorina superba
Parotia sefilata
Parotia carolae
Parotia lawesii
Parotia helenae
Parotia wahnesi
Ptiloris magnificus
Ptiloris intercedens
Ptiloris victoriae
Ptiloris paradiseus
Cicinnurus magnificus
Cicinnurus respublica
Cicinnurus regius
Astrapia nigra
Astrapia splendidissima
Astrapia mayeri
Astrapia stephaniae
Astrapia rothschildi
Pteridophora alberti
Seleucidis melanoleuca
Paradisaea rubra
Paradisaea minor
Paradisaea apoda
Paradisaea raggiana
Paradisaea decora
Paradisaea guilielmi
Paradisaea rudolphi
Cracticus mentalis
Cracticus torquatus
Cracticus cassicus
Cracticus louisiadensis
Cracticus nigrogularis
Cracticus quoyi
Gymnorhina tibicen
Strepera graculina
Strepera fuliginosa
Strepera versicolor
Artamus fuscus
Artamus leucorynchus
Artamus monachus
Artamus maximus
Artamus insignis
Artamus mentalis
Artamus personatus
Artamus superciliosus
Artamus cinereus
Artamus cyanopterus
Artamus minor
Pityriasis gymnocephala
Peltops blainvillii
Peltops montanus
Oriolus melanotis
Oriolus bouroensis
Oriolus forsteni
Oriolus phaeochromus
Oriolus szalayi
Oriolus sagittatus
Oriolus flavocinctus
Oriolus xanthonotus
Oriolus steerii
Oriolus albiloris
Oriolus isabellae
Oriolus oriolus
Oriolus auratus
Oriolus chinensis
Oriolus tenuirostris
Oriolus chlorocephalus
Oriolus crassirostris
Oriolus brachyrhynchus
Oriolus monacha
Oriolus larvatus
Oriolus percivali
Oriolus nigripennis
Oriolus xanthornus
Oriolus hosii
Oriolus cruentus
Oriolus traillii
Oriolus mellianus
Sphecotheres hypoleucus
Sphecotheres viridis
Coracina maxima
Coracina larvata
Coracina macei
Coracina javensis
Coracina schistacea
Coracina personata
Coracina atriceps
Coracina fortis
Coracina caledonica
Coracina novaehollandiae
Coracina caeruleogrisea
Coracina temminckii
Coracina striata
Coracina bicolor
Coracina lineata
Coracina boyeri
Coracina leucopygia
Coracina papuensis
Coracina longicauda
Coracina parvula
Coracina abbotti
Coracina analis
Coracina pectoralis
Coracina caesia
Coracina azurea
Coracina graueri
Coracina cinerea
Coracina typica
Coracina newtoni
Coracina coerulescens
Coracina tenuirostris
Coracina dohertyi
Coracina sula
Coracina dispar
Coracina mindanensis
Coracina morio
Coracina ceramensis
Coracina incerta
Coracina schisticeps
Coracina melas
Coracina montana
Coracina holopolia
Coracina mcgregori
Coracina ostenta
Coracina polioptera
Coracina melaschistos
Coracina fimbriata
Coracina melanoptera
Campochaera sloetii
Lalage melanoleuca
Lalage nigra
Lalage leucopygialis
Lalage sueurii
Lalage tricolor
Lalage aurea
Lalage moesta
Lalage atrovirens
Lalage leucomela
Lalage maculosa
Lalage sharpei
Lalage leucopyga
Campephaga petiti
Campephaga flava
Campephaga phoenicea
Campephaga quiscalina
Campephaga lobata
Campephaga oriolina
Pericrocotus roseus
Pericrocotus cantonensis
Pericrocotus divaricatus
Pericrocotus tegimae
Pericrocotus cinnamomeus
Pericrocotus igneus
Pericrocotus lansbergei
Pericrocotus erythropygius
Pericrocotus solaris
Pericrocotus ethologus
Pericrocotus brevirostris
Pericrocotus miniatus
Pericrocotus flammeus
Hemipus picatus
Hemipus hirundinaceus
Rhipidura hypoxantha
Rhipidura superciliaris
Rhipidura cyaniceps
Rhipidura phoenicura
Rhipidura nigrocinnamomea
Rhipidura albicollis
Rhipidura euryura
Rhipidura aureola
Rhipidura javanica
Rhipidura perlata
Rhipidura leucophrys
Rhipidura diluta
Rhipidura rufiventris
Rhipidura fuscorufa
Rhipidura cockerelli
Rhipidura threnothorax
Rhipidura maculipectus
Rhipidura leucothorax
Rhipidura atra
Rhipidura hyperythra
Rhipidura albolimbata
Rhipidura phasiana
Rhipidura fuliginosa
Rhipidura drownei
Rhipidura tenebrosa
Rhipidura rennelliana
Rhipidura spilodera
Rhipidura personata
Rhipidura nebulosa
Rhipidura brachyrhyncha
Rhipidura teysmanni
Rhipidura superflua
Rhipidura dedemi
Rhipidura opistherythra
Rhipidura lepida
Rhipidura rufidorsa
Rhipidura dahli
Rhipidura matthiae
Rhipidura malaitae
Rhipidura kubaryi
Rhipidura rufifrons
Rhipidura semirubra
Chaetorhynchus papuensis
Dicrurus ludwigii
Dicrurus atripennis
Dicrurus adsimilis
Dicrurus modestus
Dicrurus aldabranus
Dicrurus fuscipennis
Dicrurus forficatus
Dicrurus waldenii
Dicrurus macrocercus
Dicrurus leucophaeus
Dicrurus caerulescens
Dicrurus annectans
Dicrurus aeneus
Dicrurus remifer
Dicrurus hottentottus
Dicrurus sumatranus
Dicrurus montanus
Dicrurus densus
Dicrurus balicassius
Dicrurus bracteatus
Dicrurus megarhynchus
Dicrurus andamanensis
Dicrurus paradiseus
Erythrocercus mccallii
Erythrocercus holochlorus
Erythrocercus livingstonei
Elminia longicauda
Elminia albicauda
Trochocercus nigromitratus
Trochocercus albiventris
Trochocercus albonotatus
Trochocercus nitens
Trochocercus cyanomelas
Hypothymis helenae
Hypothymis coelestis
Hypothymis azurea
Eutrichomyias rowleyi
Terpsiphone rufiventer
Terpsiphone bedfordi
Terpsiphone rufocinerea
Terpsiphone viridis
Terpsiphone atrochalybeia
Terpsiphone mutata
Terpsiphone corvina
Terpsiphone bourbonnensis
Terpsiphone paradisi
Terpsiphone atrocaudata
Terpsiphone cinnamomea
Terpsiphone cyanescens
Chasiempis sandwichensis
